Slovenia, 15840, 9408.03
Djibouti, 20602, 8489.42
Cuba, 12431, 1577.28
Marshall Islands, 14065, 3363.83
Liberia, 21578, 6446.51
Guatemala, 18845, 3628.43
Italy, 7471, 4729.54
Cuba, 9801, 8774.77
Congo, 27709, 2021.94
Indonesia, 14343, 4504.31
Moldova, 4490, 6204.50
Italy, 12137, 447.49
Bahrain, 5212, 1292.85
Eswatini, 26847, 6135.83
Albania, 23081, 9347.90
Russian Federation, 15267, 4024.26
Brazil, 25069, 5440.01
Austria, 12536, 7133.18
Yemen, 15185, 3897.60
San Marino, 5799, 1858.97
Iraq, 14745, 3366.89
Angola, 4351, 4969.72
Bulgaria, 12378, 9884.11
Benin, 4041, 8966.42
Kuwait, 23649, 7410.28
France, 9957, 3149.59
Nepal, 1362, 376.99
France, 5779, 79.13
France, 29924, 8984.12
Italy, 6287, 9956.75
Cuba, 9938, 1519.30
Yemen, 7821, 9.24
Congo, 8399, 5110.41
Bhutan, 25532, 3470.95
Congo, 17438, 3282.04
Afghanistan, 22091, 4495.77
China, 12963, 1760.70
Austria, 16182, 2546.24
Aruba, 8067, 9381.78
Tajikistan, 32184, 3728.53
Albania, 10158, 4953.85
Bahrain, 31036, 8428.99
Slovenia, 10477, 9790.73
Slovenia, 26529, 5736.95
Kuwait, 3651, 5544.99
Mongolia, 32557, 6708.97
Colombia, 16071, 4289.16
Yemen, 29317, 1827.23
Belarus, 22588, 8642.62
Australia, 31353, 4293.12
Brazil, 12567, 483.80
France, 1178, 1258.97
Djibouti, 21938, 3593.94
Yemen, 11973, 1082.88
Kuwait, 25305, 4741.44
Tajikistan, 22306, 7348.33
Albania, 21498, 5472.36
Cuba, 1372, 1046.56
Australia, 9626, 9466.01
Bulgaria, 7407, 2181.24
Trinidad & Tobago, 7394, 4006.25
Israel, 29149, 2375.65
Barbados, 11096, 5162.90
Yemen, 20532, 2133.63
Serbia, 21036, 888.17
Belarus, 7202, 1407.90
Germany, 10905, 728.26
Serbia, 13198, 1372.50
Ethiopia, 24906, 1399.05
Bahrain, 31598, 9.85
Benin, 4298, 393.47
Bulgaria, 21074, 5537.67
Oman, 2907, 1287.97
Bangladesh, 20187, 1103.33
Myanmar, 24281, 770.37
Bahrain, 3096, 2786.12
Moldova, 15718, 4840.32
Myanmar, 7937, 2022.85
Madagascar, 3093, 6431.86
Belarus, 30599, 4385.59
Iceland, 13525, 5078.36
Bangladesh, 13546, 393.47
Aruba, 2884, 7463.69
Spain, 10338, 2047.27
Marshall Islands, 11316, 2025.60
Chile, 12854, 2215.12
Yemen, 19973, 7427.37
Slovenia, 9426, 4185.70
Russian Federation, 3114, 9977.81
South Africa, 13961, 6843.55
Indonesia, 25192, 5170.53
Denmark, 5622, 8288.30
Serbia, 23735, 9710.77
Ethiopia, 15933, 8548.62
Yemen, 1739, 8922.17
China, 32680, 1590.10
Yemen, 29359, 6572.55
Bahamas, 9796, 9348.21
Yemen, 20471, 6110.81
Belarus, 2960, 7233.89
Comoros, 5494, 388.59
Aruba, 350, 2793.75
Uruguay, 15739, 7343.14
Bangladesh, 13166, 8106.11
Spain, 6397, 8121.37
Iceland, 10876, 3405.03
Kosovo, 22599, 7979.45
India, 22180, 5537.97
Madagascar, 10236, 5221.80
China, 16499, 1431.40
Nepal, 14219, 5744.58
Barbados, 1794, 5055.78
Yemen, 14960, 6609.78
Indonesia, 30436, 7638.56
Iraq, 2001, 7813.13
France, 6357, 6369.91
Mongolia, 29783, 3219.79
Azerbaijan, 26730, 7797.87
Aruba, 28761, 5800.74
Costa Rica, 16945, 9788.90
Belarus, 26794, 5053.95
Costa Rica, 22021, 1572.09
Ethiopia, 29364, 2107.69
Iraq, 21886, 6249.05
Aruba, 31899, 6670.51
Trinidad & Tobago, 32710, 5483.96
Oman, 8355, 6046.11
Spain, 25408, 3141.66
Comoros, 26384, 6057.40
Dominica, 699, 4652.33
Ukraine, 17457, 3186.52
Italy, 20267, 3131.89
Serbia, 2143, 2817.86
San Marino, 26653, 2985.71
Taiwan, 22030, 6370.21
Bahamas, 9318, 8150.05
Oman, 5706, 6613.45
Kuwait, 20919, 6522.50
Canada, 24110, 1815.02
Serbia, 13598, 5747.94
Algeria, 22589, 1794.27
Congo, 28569, 9599.99
Italy, 6818, 8758.29
Uruguay, 20814, 7.41
Albania, 28613, 9162.05
Burkina, 11006, 8545.57
Liberia, 2230, 6070.22
Benin, 8396, 4184.78
Burkina, 26964, 797.53
Congo, 12922, 2573.71
South Africa, 11339, 4282.44
Slovenia, 27799, 7280.58
Bhutan, 4403, 8892.57
Eswatini, 21351, 6578.35
Slovenia, 12661, 6457.19
Australia, 25439, 1724.99
Barbados, 18631, 4522.32
Ukraine, 19600, 5504.40
Japan, 17496, 6347.32
Afghanistan, 9557, 4364.23
Australia, 22535, 7299.50
Vanuatu, 1566, 4994.13
Mongolia, 15166, 7275.70
Uruguay, 9013, 7931.54
Austria, 30525, 1839.44
Slovakia, 23235, 7985.25
San Marino, 28413, 177.70
Gambia, 7312, 5197.69
Iceland, 3324, 1986.53
Kosovo, 24101, 1956.63
Benin, 23943, 4238.19
Belarus, 18781, 2983.57
Iceland, 23649, 8725.33
Colombia, 19597, 6506.02
Guinea-Bissau, 29394, 8565.41
Ukraine, 31426, 8222.99
Algeria, 8077, 2723.25
Bahrain, 4048, 5943.87
Marshall Islands, 5098, 8337.13
Yemen, 16159, 3263.43
Iceland, 19041, 7441.72
Bahamas, 1405, 6600.02
Cuba, 18515, 3857.01
Kuwait, 21852, 2595.07
Oman, 29051, 3746.54
Kuwait, 29255, 3519.48
Antigua & Deps, 7588, 5960.04
Dominica, 31603, 8190.64
Australia, 4465, 1964.87
Brazil, 20148, 6243.87
Vietnam, 8544, 6199.61
Iceland, 25663, 5645.70
Taiwan, 12877, 2317.35
Kosovo, 22790, 8359.41
Ethiopia, 3351, 5260.56
San Marino, 24711, 8309.97
Spain, 9032, 9667.74
Algeria, 6249, 504.86
France, 189, 8031.03
Spain, 1861, 1591.32
Benin, 19145, 3525.58
Trinidad & Tobago, 15710, 1522.35
Vanuatu, 26442, 8772.02
France, 26939, 4625.77
Myanmar, 18080, 9245.06
Aruba, 2918, 7440.50
Indonesia, 24978, 4822.31
Kuwait, 7096, 1495.80
Germany, 22654, 1343.81
Guinea-Bissau, 14323, 2975.64
Ukraine, 21350, 2276.15
Marshall Islands, 9894, 9189.21
Belarus, 23224, 4897.69
Bulgaria, 27275, 5244.69
Congo, 28394, 2070.46
Barbados, 8663, 4481.12
Burkina, 14652, 5932.27
Moldova, 19005, 4366.37
Germany, 23096, 9921.04
Canada, 3472, 6932.67
Austria, 10963, 6759.63
France, 17480, 648.91
Oman, 19254, 8540.69
Taiwan, 12886, 186.86
Austria, 9880, 7193.60
San Marino, 30729, 3046.44
Marshall Islands, 13748, 5585.89
Gambia, 5112, 8757.07
Comoros, 20920, 7578.75
Algeria, 29734, 8569.99
Australia, 26569, 5757.40
Taiwan, 17373, 2484.29
Iraq, 24939, 4577.56
Chile, 12536, 7345.89
Russian Federation, 12398, 501.20
China, 7822, 5867.27
Costa Rica, 11570, 5645.40
Benin, 29757, 3006.16
Gambia, 27739, 3747.15
Australia, 16518, 4433.81
Colombia, 27985, 3136.17
Kuwait, 2557, 3095.58
Austria, 5409, 7114.56
Indonesia, 15928, 5357.91
Bangladesh, 24975, 3973.59
Albania, 32444, 9188.90
Argentina, 11912, 3032.10
Georgia, 27489, 4497.60
Cuba, 23597, 5827.59
Slovenia, 18146, 1400.88
Kuwait, 11818, 9206.30
Bahamas, 15760, 7049.56
Bahrain, 27939, 5729.93
Burkina, 32615, 6979.36
Indonesia, 14672, 2869.74
Nicaragua, 5618, 4001.37
Vietnam, 10657, 2071.07
Colombia, 13249, 7666.03
Iraq, 21772, 8259.31
Barbados, 32354, 1574.53
Costa Rica, 19397, 5912.44
Marshall Islands, 21778, 5517.22
Argentina, 25751, 5746.72
Ethiopia, 9647, 5843.16
Bangladesh, 9881, 2551.74
Ethiopia, 20109, 1865.68
Vanuatu, 4588, 6074.79
Comoros, 10032, 9713.21
Iraq, 10831, 9281.98
Argentina, 25385, 9119.02
Japan, 31908, 8121.06
Trinidad & Tobago, 27013, 4455.79
Israel, 29887, 275.67
Iraq, 16521, 70.58
Guinea-Bissau, 19220, 3640.03
Bahamas, 8367, 2978.08
Austria, 10784, 4540.63
Bahamas, 29481, 4426.49
Cuba, 31140, 7413.03
Oman, 16210, 7018.12
Vanuatu, 4613, 7873.86
Bulgaria, 10189, 7219.24
Madagascar, 1138, 6245.09
Slovakia, 25417, 5453.74
Costa Rica, 13467, 4761.89
Guinea-Bissau, 26150, 8806.51
Marshall Islands, 18215, 5248.96
France, 2410, 5914.27
France, 29729, 1157.04
Bulgaria, 12486, 1141.48
Vietnam, 12055, 4849.78
Belarus, 5275, 6878.04
Barbados, 24231, 4070.64
Austria, 13893, 9996.73
Myanmar, 7071, 6952.20
Mongolia, 29717, 2446.14
Vietnam, 13322, 8921.25
Indonesia, 32692, 7833.88
Armenia, 2235, 3702.28
Gambia, 29942, 6981.19
Slovenia, 23599, 571.70
Benin, 18498, 7006.52
Cuba, 24550, 7286.68
China, 2829, 1793.96
Brazil, 18814, 9000.60
Comoros, 27180, 7980.67
Israel, 2870, 4204.01
Russian Federation, 7393, 1070.98
Brazil, 930, 5531.26
Slovenia, 3305, 2263.64
Bhutan, 9911, 2446.75
Albania, 7938, 9227.05
Liberia, 22142, 574.44
Japan, 150, 4728.01
Oman, 27655, 5029.23
Denmark, 2708, 6868.58
Afghanistan, 24946, 8804.98
Chile, 29343, 5014.58
Argentina, 13362, 8302.64
Angola, 31512, 7563.79
Gambia, 719, 2720.50
Iraq, 26542, 2708.60
Georgia, 11215, 8490.64
Barbados, 32636, 2593.85
Albania, 23446, 517.68
Mongolia, 9944, 5971.03
Liberia, 5466, 4888.84
Belarus, 27237, 5885.27
Gambia, 26488, 9219.73
Trinidad & Tobago, 518, 8313.94
Yemen, 13780, 3156.92
Cuba, 11707, 6302.16
Spain, 25866, 8995.42
Guatemala, 10144, 3209.41
Canada, 18328, 7149.96
Barbados, 3446, 9492.87
Liberia, 2632, 9610.67
Kosovo, 27008, 1217.16
Colombia, 3968, 2720.20
Slovakia, 13735, 6470.31
Albania, 16716, 4941.34
Trinidad & Tobago, 9493, 9319.22
Spain, 28728, 1930.38
Angola, 32713, 1121.64
Armenia, 26959, 6495.34
Australia, 14550, 7148.44
Slovakia, 6113, 1113.09
Antigua & Deps, 29512, 3831.38
South Africa, 22496, 1869.34
Burkina, 13033, 9801.10
South Africa, 9193, 1217.47
Moldova, 19794, 3401.07
Comoros, 5730, 9092.77
Azerbaijan, 9491, 1916.04
India, 22313, 3876.24
Antigua & Deps, 7133, 4462.50
Aruba, 6091, 2780.32
Slovakia, 18915, 2715.01
Guinea-Bissau, 15936, 1633.74
Vietnam, 14328, 2563.64
Japan, 25242, 3044.31
Italy, 26393, 6682.42
Mongolia, 24110, 5774.19
Madagascar, 11094, 4118.86
Benin, 27417, 3094.36
Vanuatu, 6492, 9581.07
Russian Federation, 18739, 178.92
Bangladesh, 19735, 3409.00
Vietnam, 6612, 6468.48
Bangladesh, 29980, 4485.39
Uruguay, 13802, 4664.53
Liberia, 8665, 3821.31
Marshall Islands, 14936, 9829.18
Kosovo, 10436, 7523.81
Dominica, 29856, 6222.20
Bhutan, 19198, 5512.95
Slovakia, 20016, 2264.25
Benin, 3108, 8012.41
Azerbaijan, 24313, 1613.29
France, 4415, 6690.96
Bulgaria, 32796, 7029.72
France, 18716, 2674.12
Antigua & Deps, 7622, 9744.03
Afghanistan, 22129, 688.58
Iceland, 13204, 6668.07
Iraq, 2445, 8624.62
Yemen, 24864, 7263.79
Spain, 31382, 6035.73
Aruba, 27772, 7448.43
Aruba, 22140, 4816.21
Eswatini, 26312, 5827.90
Bulgaria, 32806, 1698.13
Slovakia, 2856, 4055.69
Madagascar, 5255, 6628.70
Azerbaijan, 27330, 4452.12
Spain, 31646, 4686.51
Madagascar, 6290, 474.65
Australia, 18829, 3286.32
Nepal, 24111, 5405.22
Bahamas, 6730, 2212.37
Bahrain, 7897, 8000.21
Argentina, 6040, 2801.99
Japan, 107, 7075.50
France, 19534, 5583.14
Vietnam, 18941, 6314.97
Antigua & Deps, 6414, 4121.30
Myanmar, 13927, 2244.11
Guinea-Bissau, 24059, 8023.10
Ukraine, 19673, 8573.34
Moldova, 2584, 1165.59
Myanmar, 15431, 5208.98
Colombia, 3151, 3608.59
Serbia, 18016, 6421.79
Germany, 27473, 8456.46
Guinea-Bissau, 3391, 6193.21
Slovakia, 24780, 9503.24
China, 8988, 5902.67
Denmark, 2482, 3006.77
Belarus, 7593, 6473.37
Uruguay, 24702, 8678.63
Armenia, 14051, 172.82
Comoros, 6077, 2174.22
Bahamas, 17259, 2673.51
Israel, 23111, 5317.32
Gambia, 2778, 9975.67
Burkina, 17384, 2153.47
Iceland, 26760, 3651.01
Colombia, 24685, 73.02
Chile, 7087, 7803.36
Algeria, 30795, 6804.19
Comoros, 25603, 8421.36
Spain, 14693, 7384.65
Nepal, 1041, 6692.79
Serbia, 12173, 1496.71
Comoros, 5371, 8554.42
Cuba, 21472, 2026.21
Moldova, 20339, 9582.29
Afghanistan, 2827, 1667.92
Ethiopia, 7172, 3479.50
Angola, 2582, 7086.79
Aruba, 28930, 174.65
Oman, 5706, 765.79
Madagascar, 20162, 2141.87
Bhutan, 16465, 559.18
Bahamas, 6883, 1244.02
Benin, 25503, 7281.80
Denmark, 16844, 9440.07
Georgia, 10941, 2731.80
Taiwan, 29105, 1315.74
Myanmar, 28188, 5549.57
Madagascar, 1215, 886.95
Angola, 18030, 1568.13
Indonesia, 22582, 5668.90
Algeria, 27837, 1.61
Nepal, 27808, 3935.45
Costa Rica, 20914, 8262.67
Eswatini, 20328, 2588.05
Guatemala, 723, 7571.42
Yemen, 2167, 9393.99
Antigua & Deps, 20377, 159.09
Bahrain, 9894, 810.05
Denmark, 31151, 7924.22
Argentina, 7208, 1383.18
Russian Federation, 25281, 3220.09
Burkina, 30771, 9097.04
Bangladesh, 28562, 6212.13
Vietnam, 15763, 9264.59
Antigua & Deps, 2917, 1234.56
Bhutan, 11762, 3875.94
Cuba, 10196, 8032.56
Yemen, 28655, 9975.36
Antigua & Deps, 5288, 3951.93
Bhutan, 2659, 5885.58
Taiwan, 26707, 1283.08
Trinidad & Tobago, 22883, 4216.22
Vietnam, 15645, 1328.56
Bahrain, 29149, 1758.26
Italy, 4127, 4597.39
Australia, 28390, 4921.19
Madagascar, 26266, 6075.71
South Africa, 28685, 1489.08
Italy, 21346, 7050.78
Slovakia, 12888, 1450.02
Kuwait, 22847, 1694.17
Chile, 13743, 7713.03
Ethiopia, 18580, 8823.90
Indonesia, 24288, 7941.92
Bahamas, 26049, 8187.90
Benin, 2698, 7741.10
Aruba, 13024, 7508.86
Indonesia, 8071, 9266.42
Argentina, 29434, 2637.19
Serbia, 28593, 4287.94
Bangladesh, 13776, 9750.14
Indonesia, 11285, 3009.21
Tajikistan, 17077, 6825.85
Oman, 28151, 5825.46
Kuwait, 24128, 2901.78
Spain, 26667, 931.81
Kosovo, 31158, 9104.06
Ukraine, 19634, 2505.04
Colombia, 11392, 6396.15
China, 24737, 8339.88
Israel, 14088, 2678.39
Congo, 11444, 8583.42
Tajikistan, 3018, 7500.31
Aruba, 17186, 4798.51
Kuwait, 18059, 7516.49
Myanmar, 17287, 7288.51
Armenia, 25319, 1161.92
Slovenia, 11268, 4636.76
Afghanistan, 15037, 8048.12
Spain, 13031, 9066.83
Bahamas, 10781, 8621.26
Spain, 26220, 669.36
Slovakia, 31175, 3858.84
Chile, 14468, 9144.35
Costa Rica, 12891, 4477.15
Afghanistan, 31394, 9582.59
Congo, 2506, 5559.03
Taiwan, 12792, 5343.88
Angola, 2471, 6904.29
Burkina, 9905, 2415.93
Canada, 10346, 3012.57
Slovakia, 12550, 2091.21
Bangladesh, 10438, 696.52
Chile, 7491, 8580.06
Vietnam, 31131, 8121.37
Marshall Islands, 7189, 1553.17
Indonesia, 22061, 7833.88
Kuwait, 9914, 6845.39
Nicaragua, 22955, 9343.02
Costa Rica, 5867, 7839.68
Colombia, 27176, 5252.01
Nicaragua, 146, 1744.52
Cuba, 7824, 138.94
Congo, 12205, 5208.98
South Africa, 24648, 4512.25
Burkina, 5878, 8818.41
Kosovo, 21619, 8534.28
Djibouti, 3095, 6220.06
Tajikistan, 25105, 3047.97
Argentina, 29856, 7148.74
Germany, 16764, 9974.45
Bulgaria, 4855, 754.50
Belarus, 14052, 1684.10
Uruguay, 1268, 2614.91
Italy, 15582, 676.98
Italy, 19951, 1865.07
Uruguay, 17705, 8112.21
Congo, 1119, 310.15
Aruba, 9510, 3655.29
Trinidad & Tobago, 32619, 9368.96
Aruba, 4289, 1009.64
Cuba, 15085, 9553.60
Trinidad & Tobago, 448, 4603.50
Bulgaria, 10463, 7138.36
Colombia, 25258, 4492.71
Taiwan, 23849, 9938.74
France, 7113, 9838.34
France, 32069, 5018.85
China, 1523, 7586.99
Austria, 12089, 1855.92
Antigua & Deps, 6684, 3472.18
Serbia, 31702, 1312.38
Barbados, 17890, 8406.71
Marshall Islands, 17977, 9924.09
Trinidad & Tobago, 27798, 6018.94
Bangladesh, 12039, 6766.65
Spain, 6500, 7727.07
Nicaragua, 983, 2766.89
Algeria, 4780, 1605.97
Bangladesh, 19398, 6001.85
Azerbaijan, 10164, 1639.23
Brazil, 10287, 7580.88
Kosovo, 2351, 5993.31
Chile, 11509, 7322.70
Georgia, 4687, 7975.79
Benin, 5608, 2919.18
France, 27486, 2576.15
Benin, 26407, 6839.59
Slovenia, 12311, 6191.37
Serbia, 9359, 8140.29
Guinea-Bissau, 4908, 8567.85
Canada, 28825, 7850.36
South Africa, 9669, 5388.74
Vanuatu, 7474, 2951.83
Costa Rica, 17619, 8540.38
Myanmar, 6515, 1408.21
Nicaragua, 1939, 178.01
Albania, 15680, 5491.28
Brazil, 12697, 7521.37
Ethiopia, 20543, 9021.97
Angola, 28713, 9054.01
Costa Rica, 23456, 2377.17
Slovakia, 24032, 825.61
Liberia, 28329, 3419.99
Chile, 14536, 4978.87
Slovenia, 3087, 9173.95
Iceland, 13939, 2815.11
Bhutan, 2680, 8321.57
Vanuatu, 16054, 2864.55
Australia, 23742, 4698.71
Oman, 24847, 1768.33
Djibouti, 1740, 3145.63
Madagascar, 25065, 3632.40
Azerbaijan, 2603, 7620.86
Bhutan, 5168, 3054.68
Germany, 24985, 3601.57
Uruguay, 10486, 9544.14
Angola, 17727, 8776.60
Slovenia, 541, 7795.73
Canada, 31075, 4094.45
Nicaragua, 13883, 488.99
Nepal, 26537, 7649.85
Japan, 9014, 9200.50
Ethiopia, 18235, 2885.91
Congo, 31307, 5918.23
Oman, 12921, 6446.51
Taiwan, 27516, 3765.46
Ukraine, 18682, 5944.17
Iceland, 20377, 2106.47
Slovenia, 29440, 205.78
Yemen, 14177, 9527.35
Bahamas, 6075, 425.21
Bulgaria, 27496, 9439.15
Argentina, 10726, 6385.47
Armenia, 31696, 8549.54
Congo, 26269, 3719.99
Oman, 20466, 9399.48
Georgia, 4235, 2353.06
Gambia, 1407, 5837.97
Australia, 26042, 9002.74
Russian Federation, 11222, 5957.91
Mongolia, 6307, 4230.56
Azerbaijan, 21364, 1870.26
China, 17762, 3224.98
South Africa, 21191, 1037.10
Myanmar, 16908, 5517.83
Oman, 22741, 922.66
India, 21915, 8486.06
Canada, 15218, 8750.35
Iceland, 25330, 8945.06
Myanmar, 12788, 2387.85
Trinidad & Tobago, 32221, 2719.28
Kuwait, 11951, 8093.59
Ethiopia, 15910, 9979.64
Albania, 6298, 7269.29
China, 2314, 634.87
Spain, 5099, 8786.97
Russian Federation, 954, 5435.13
Australia, 9107, 7034.91
Slovakia, 427, 850.64
France, 1749, 9943.32
South Africa, 6112, 5613.35
Bahrain, 7545, 7025.75
Bahrain, 6769, 154.51
Liberia, 8775, 6259.13
Kosovo, 15363, 3418.77
Yemen, 32453, 1601.39
San Marino, 24299, 832.63
France, 11382, 1412.18
Eswatini, 30246, 8883.72
Israel, 22290, 3210.33
Bulgaria, 10371, 2000.27
South Africa, 4189, 3351.93
Azerbaijan, 21117, 2541.36
Dominica, 12723, 2573.71
Myanmar, 5054, 875.66
Indonesia, 20582, 1175.05
Marshall Islands, 23370, 6084.25
South Africa, 16760, 2172.09
Aruba, 29108, 4932.18
Azerbaijan, 24154, 8267.24
Oman, 25337, 3743.48
Guinea-Bissau, 24508, 217.68
Chile, 29132, 865.89
Germany, 1163, 1403.63
Aruba, 31869, 2831.29
Tajikistan, 10929, 7303.47
Tajikistan, 32700, 1319.70
Moldova, 19518, 495.71
Germany, 15852, 6878.35
Russian Federation, 20208, 2915.82
Bhutan, 4544, 5295.35
Kosovo, 3422, 8666.12
Algeria, 10584, 9807.21
Denmark, 18491, 3998.62
Barbados, 25370, 3197.51
Australia, 4958, 7344.36
Cuba, 22513, 4578.47
Slovenia, 9620, 2753.16
Ukraine, 22217, 2441.57
Eswatini, 878, 6073.27
Bahamas, 17240, 4748.76
Russian Federation, 7300, 5866.66
Oman, 32397, 4568.40
Aruba, 28642, 1704.85
Guinea-Bissau, 18757, 2372.90
Vietnam, 30628, 2352.76
Denmark, 537, 9797.14
Nicaragua, 17631, 6680.59
Italy, 17755, 693.77
Indonesia, 11375, 2191.92
Tajikistan, 25242, 9959.19
Taiwan, 31302, 1080.74
Italy, 23882, 5055.17
Bhutan, 9290, 2962.21
Ethiopia, 22120, 5748.55
Bahrain, 14053, 8132.96
Bangladesh, 23335, 470.99
Ethiopia, 1235, 6644.27
Afghanistan, 14603, 9225.22
Guinea-Bissau, 20700, 7859.82
Yemen, 12807, 9299.38
Brazil, 874, 3789.26
Slovakia, 19312, 7508.55
Madagascar, 22348, 8565.71
Yemen, 2274, 7442.63
Aruba, 4093, 7240.30
Liberia, 16492, 8604.17
Liberia, 4422, 836.29
Bulgaria, 26533, 2527.93
Australia, 25368, 2587.75
Brazil, 20849, 5292.30
Albania, 7666, 3751.42
Georgia, 25240, 2494.97
Bahrain, 15148, 7555.25
Russian Federation, 22414, 8022.49
Marshall Islands, 8702, 7986.47
Aruba, 24562, 8029.50
Germany, 21790, 7493.90
Marshall Islands, 9388, 2749.80
Chile, 11849, 5500.13
Azerbaijan, 21434, 7284.55
Dominica, 27667, 9182.49
Japan, 6406, 4648.66
Ethiopia, 19407, 489.91
Nepal, 3552, 6324.44
Japan, 19577, 110.87
Denmark, 12521, 3644.30
China, 22743, 1305.36
Nicaragua, 30363, 3726.39
Liberia, 18008, 5445.20
Costa Rica, 1709, 2697.62
China, 9051, 8004.78
Spain, 21764, 2783.07
South Africa, 2778, 9847.80
Belarus, 1267, 4782.03
Japan, 27831, 5245.00
Slovakia, 31731, 9738.24
Vietnam, 16665, 6357.70
Angola, 17696, 9487.68
Mongolia, 17046, 5190.06
Canada, 31001, 1493.66
San Marino, 24104, 9501.72
Eswatini, 22041, 5192.81
Canada, 22808, 127.65
Germany, 8799, 1231.51
Guinea-Bissau, 3171, 4835.44
Albania, 26432, 7741.41
Aruba, 21063, 9479.74
Vanuatu, 7549, 5377.75
South Africa, 11770, 2096.10
Serbia, 5038, 1557.75
Burkina, 7868, 893.06
Guinea-Bissau, 15837, 355.32
Nepal, 18107, 4156.40
Nepal, 18865, 4144.50
Congo, 25484, 104.76
Taiwan, 21681, 2558.45
Moldova, 22815, 8966.73
Moldova, 2695, 9892.35
Bahrain, 4472, 9258.79
Serbia, 20306, 9987.27
Bahamas, 664, 6672.65
Moldova, 32348, 4147.85
Barbados, 6485, 8369.79
Dominica, 16347, 8978.33
Bulgaria, 25369, 9096.74
Azerbaijan, 6274, 3471.26
Ukraine, 27064, 9619.82
Spain, 11270, 4474.40
Burkina, 7141, 3770.04
San Marino, 18415, 3022.64
Aruba, 8678, 9172.42
Cuba, 15941, 7264.10
Serbia, 29083, 9702.83
Trinidad & Tobago, 28667, 7013.54
Gambia, 9722, 6195.95
Oman, 13604, 6629.62
Tajikistan, 23937, 7080.07
Bahamas, 9562, 3165.46
Ukraine, 32855, 3779.19
Bulgaria, 11485, 1846.76
Benin, 6672, 8071.31
Taiwan, 27478, 7107.85
Iraq, 15440, 1431.40
Guatemala, 7997, 968.44
Antigua & Deps, 30401, 940.05
Vietnam, 27985, 7653.52
Brazil, 9750, 3849.08
Nepal, 13750, 327.55
Georgia, 32534, 4643.78
